id,title,description,category,price,discountPercentage,stock,tags,brand,sku,weight,dimensions,warrantyInformation,shippingInformation,availabilityStatus,reviews,returnPolicy,minimumOrderQuantity,meta,images,thumbnail,_extracted_at,_source,product_id,product_name,rating_rate,rating_count,discount_pct,status,is_active,sk_product,_transformed_at,_pipeline_version
11,Annibale Colombo Bed,"The Annibale Colombo Bed is a luxurious and elegant bed frame, crafted with high-quality materials for a comfortable and stylish bedroom.",FURNITURE,1899.99,8.57,88,"['furniture', 'beds']",ANNIBALE COLOMBO,FUR-ANN-ANN-011,10,"{'width': 28.16, 'height': 25.36, 'depth': 17.28}",1 year warranty,Ships in 1 month,In Stock,"[{'rating': 2, 'comment': 'Would not recommend!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Christopher West', 'reviewerEmail': 'christopher.west@x.dummyjson.com'}, {'rating': 4, 'comment': 'Highly impressed!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Vivian Carter', 'reviewerEmail': 'vivian.carter@x.dummyjson.com'}, {'rating': 1, 'comment': 'Poor quality!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Mason Wright', 'reviewerEmail': 'mason.wright@x.dummyjson.com'}]",No return policy,1,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '3610757456581', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/furniture/annibale-colombo-bed/1.webp', 'https://cdn.dummyjson.com/product-images/furniture/annibale-colombo-bed/2.webp', 'https://cdn.dummyjson.com/product-images/furniture/annibale-colombo-bed/3.webp']",https://cdn.dummyjson.com/product-images/furniture/annibale-colombo-bed/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,11,Annibale Colombo Bed,4.77,,8.57,ACTIVE,True,575aaed86594c204,2026-04-19T19:41:26.584937+00:00,1.0
12,Annibale Colombo Sofa,"The Annibale Colombo Sofa is a sophisticated and comfortable seating option, featuring exquisite design and premium upholstery for your living room.",FURNITURE,2499.99,14.4,60,"['furniture', 'sofas']",ANNIBALE COLOMBO,FUR-ANN-ANN-012,6,"{'width': 12.75, 'height': 20.55, 'depth': 19.06}",Lifetime warranty,Ships in 1 week,In Stock,"[{'rating': 3, 'comment': 'Very unhappy with my purchase!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Christian Perez', 'reviewerEmail': 'christian.perez@x.dummyjson.com'}, {'rating': 5, 'comment': 'Fast shipping!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Lillian Bishop', 'reviewerEmail': 'lillian.bishop@x.dummyjson.com'}, {'rating': 1, 'comment': 'Poor quality!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Lillian Simmons', 'reviewerEmail': 'lillian.simmons@x.dummyjson.com'}]",7 days return policy,1,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '1777662847736', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/furniture/annibale-colombo-sofa/1.webp', 'https://cdn.dummyjson.com/product-images/furniture/annibale-colombo-sofa/2.webp', 'https://cdn.dummyjson.com/product-images/furniture/annibale-colombo-sofa/3.webp']",https://cdn.dummyjson.com/product-images/furniture/annibale-colombo-sofa/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,12,Annibale Colombo Sofa,3.92,,14.4,ACTIVE,True,a83040d4a570da8d,2026-04-19T19:41:26.584937+00:00,1.0
13,Bedside Table African Cherry,"The Bedside Table in African Cherry is a stylish and functional addition to your bedroom, providing convenient storage space and a touch of elegance.",FURNITURE,299.99,19.09,64,"['furniture', 'bedside tables']",FURNITURE CO.,FUR-FUR-BED-013,2,"{'width': 13.47, 'height': 24.99, 'depth': 27.35}",5 year warranty,Ships overnight,In Stock,"[{'rating': 4, 'comment': 'Excellent quality!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Aaliyah Hanson', 'reviewerEmail': 'aaliyah.hanson@x.dummyjson.com'}, {'rating': 4, 'comment': 'Excellent quality!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Liam Smith', 'reviewerEmail': 'liam.smith@x.dummyjson.com'}, {'rating': 4, 'comment': 'Highly recommended!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Avery Barnes', 'reviewerEmail': 'avery.barnes@x.dummyjson.com'}]",7 days return policy,3,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '6441287925979', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/furniture/bedside-table-african-cherry/1.webp', 'https://cdn.dummyjson.com/product-images/furniture/bedside-table-african-cherry/2.webp', 'https://cdn.dummyjson.com/product-images/furniture/bedside-table-african-cherry/3.webp']",https://cdn.dummyjson.com/product-images/furniture/bedside-table-african-cherry/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,13,Bedside Table African Cherry,2.87,,19.09,ACTIVE,True,ae7637be990115d5,2026-04-19T19:41:26.584937+00:00,1.0
14,Knoll Saarinen Executive Conference Chair,"The Knoll Saarinen Executive Conference Chair is a modern and ergonomic chair, perfect for your office or conference room with its timeless design.",FURNITURE,499.99,2.01,26,"['furniture', 'office chairs']",KNOLL,FUR-KNO-KNO-014,10,"{'width': 13.81, 'height': 7.5, 'depth': 5.62}",2 year warranty,Ships overnight,In Stock,"[{'rating': 2, 'comment': 'Waste of money!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Ella Cook', 'reviewerEmail': 'ella.cook@x.dummyjson.com'}, {'rating': 2, 'comment': 'Very dissatisfied!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Clara Berry', 'reviewerEmail': 'clara.berry@x.dummyjson.com'}, {'rating': 5, 'comment': 'Would buy again!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Elena Long', 'reviewerEmail': 'elena.long@x.dummyjson.com'}]",60 days return policy,5,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '8919386859966', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/furniture/knoll-saarinen-executive-conference-chair/1.webp', 'https://cdn.dummyjson.com/product-images/furniture/knoll-saarinen-executive-conference-chair/2.webp', 'https://cdn.dummyjson.com/product-images/furniture/knoll-saarinen-executive-conference-chair/3.webp']",https://cdn.dummyjson.com/product-images/furniture/knoll-saarinen-executive-conference-chair/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,14,Knoll Saarinen Executive Conference Chair,4.88,,2.01,ACTIVE,True,842b405df4ca8787,2026-04-19T19:41:26.584937+00:00,1.0
15,Wooden Bathroom Sink With Mirror,"The Wooden Bathroom Sink with Mirror is a unique and stylish addition to your bathroom, featuring a wooden sink countertop and a matching mirror.",FURNITURE,799.99,8.8,7,"['furniture', 'bathroom']",BATH TRENDS,FUR-BAT-WOO-015,10,"{'width': 7.98, 'height': 8.88, 'depth': 28.46}",3 year warranty,Ships in 3-5 business days,Low Stock,"[{'rating': 4, 'comment': 'Fast shipping!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Logan Torres', 'reviewerEmail': 'logan.torres@x.dummyjson.com'}, {'rating': 5, 'comment': 'Very pleased!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Aria Parker', 'reviewerEmail': 'aria.parker@x.dummyjson.com'}, {'rating': 3, 'comment': 'Poor quality!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Dylan Wells', 'reviewerEmail': 'dylan.wells@x.dummyjson.com'}]",60 days return policy,2,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '1958104402873', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/furniture/wooden-bathroom-sink-with-mirror/1.webp', 'https://cdn.dummyjson.com/product-images/furniture/wooden-bathroom-sink-with-mirror/2.webp', 'https://cdn.dummyjson.com/product-images/furniture/wooden-bathroom-sink-with-mirror/3.webp']",https://cdn.dummyjson.com/product-images/furniture/wooden-bathroom-sink-with-mirror/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,15,Wooden Bathroom Sink With Mirror,3.59,,8.8,ACTIVE,True,5faec25566fc2b86,2026-04-19T19:41:26.584937+00:00,1.0
16,Apple,"Fresh and crisp apples, perfect for snacking or incorporating into various recipes.",GROCERIES,1.99,12.62,8,['fruits'],,GRO-BRD-APP-016,9,"{'width': 13.66, 'height': 11.01, 'depth': 9.73}",3 year warranty,Ships in 2 weeks,In Stock,"[{'rating': 5, 'comment': 'Very satisfied!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Sophia Brown', 'reviewerEmail': 'sophia.brown@x.dummyjson.com'}, {'rating': 1, 'comment': 'Very dissatisfied!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Scarlett Bowman', 'reviewerEmail': 'scarlett.bowman@x.dummyjson.com'}, {'rating': 3, 'comment': 'Very unhappy with my purchase!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'William Gonzalez', 'reviewerEmail': 'william.gonzalez@x.dummyjson.com'}]",90 days return policy,7,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '7962803553314', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/groceries/apple/1.webp'],https://cdn.dummyjson.com/product-images/groceries/apple/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,16,Apple,4.19,,12.62,ACTIVE,True,3f96dc4dd7f60240,2026-04-19T19:41:26.584937+00:00,1.0
17,Beef Steak,"High-quality beef steak, great for grilling or cooking to your preferred level of doneness.",GROCERIES,12.99,9.61,86,['meat'],,GRO-BRD-BEE-017,10,"{'width': 18.9, 'height': 5.77, 'depth': 18.57}",3 year warranty,Ships overnight,In Stock,"[{'rating': 3, 'comment': 'Would not recommend!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Eleanor Tyler', 'reviewerEmail': 'eleanor.tyler@x.dummyjson.com'}, {'rating': 4, 'comment': 'Fast shipping!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Alexander Jones', 'reviewerEmail': 'alexander.jones@x.dummyjson.com'}, {'rating': 5, 'comment': 'Great value for money!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Natalie Harris', 'reviewerEmail': 'natalie.harris@x.dummyjson.com'}]",60 days return policy,43,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '5640063409695', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/groceries/beef-steak/1.webp'],https://cdn.dummyjson.com/product-images/groceries/beef-steak/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,17,Beef Steak,4.47,,9.61,ACTIVE,True,3143bb65dc3ab526,2026-04-19T19:41:26.584937+00:00,1.0
18,Cat Food,Nutritious cat food formulated to meet the dietary needs of your feline friend.,GROCERIES,8.99,9.58,46,"['pet supplies', 'cat food']",,GRO-BRD-FOO-018,10,"{'width': 18.08, 'height': 9.26, 'depth': 21.86}",1 year warranty,Ships overnight,In Stock,"[{'rating': 3, 'comment': 'Would not recommend!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Noah Lewis', 'reviewerEmail': 'noah.lewis@x.dummyjson.com'}, {'rating': 3, 'comment': 'Very unhappy with my purchase!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Ruby Andrews', 'reviewerEmail': 'ruby.andrews@x.dummyjson.com'}, {'rating': 2, 'comment': 'Very disappointed!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Ethan Thompson', 'reviewerEmail': 'ethan.thompson@x.dummyjson.com'}]",No return policy,18,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '1483991328610', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/groceries/cat-food/1.webp'],https://cdn.dummyjson.com/product-images/groceries/cat-food/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,18,Cat Food,3.13,,9.58,ACTIVE,True,713c0d1fc8cf669f,2026-04-19T19:41:26.584937+00:00,1.0
19,Chicken Meat,"Fresh and tender chicken meat, suitable for various culinary preparations.",GROCERIES,9.99,13.7,97,['meat'],,GRO-BRD-CHI-019,1,"{'width': 11.03, 'height': 22.11, 'depth': 16.01}",1 year warranty,Ships in 1 month,In Stock,"[{'rating': 5, 'comment': 'Great product!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Mateo Bennett', 'reviewerEmail': 'mateo.bennett@x.dummyjson.com'}, {'rating': 4, 'comment': 'Highly recommended!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Jackson Evans', 'reviewerEmail': 'jackson.evans@x.dummyjson.com'}, {'rating': 3, 'comment': 'Not worth the price!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Sadie Morales', 'reviewerEmail': 'sadie.morales@x.dummyjson.com'}]",7 days return policy,22,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '8829514594521', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/groceries/chicken-meat/1.webp', 'https://cdn.dummyjson.com/product-images/groceries/chicken-meat/2.webp']",https://cdn.dummyjson.com/product-images/groceries/chicken-meat/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,19,Chicken Meat,3.19,,13.7,ACTIVE,True,ce0a8a8636e99870,2026-04-19T19:41:26.584937+00:00,1.0
20,Cooking Oil,"Versatile cooking oil suitable for frying, sautéing, and various culinary applications.",GROCERIES,4.99,9.33,10,['cooking essentials'],,GRO-BRD-COO-020,5,"{'width': 19.95, 'height': 27.54, 'depth': 24.86}",Lifetime warranty,Ships in 1-2 business days,In Stock,"[{'rating': 5, 'comment': 'Very happy with my purchase!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Victoria McDonald', 'reviewerEmail': 'victoria.mcdonald@x.dummyjson.com'}, {'rating': 2, 'comment': 'Would not recommend!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Hazel Evans', 'reviewerEmail': 'hazel.evans@x.dummyjson.com'}, {'rating': 5, 'comment': 'Would buy again!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Zoe Bennett', 'reviewerEmail': 'zoe.bennett@x.dummyjson.com'}]",30 days return policy,46,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '4874727824518', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/groceries/cooking-oil/1.webp'],https://cdn.dummyjson.com/product-images/groceries/cooking-oil/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,20,Cooking Oil,4.8,,9.33,ACTIVE,True,665365b378ba25c9,2026-04-19T19:41:26.584937+00:00,1.0
21,Cucumber,"Crisp and hydrating cucumbers, ideal for salads, snacks, or as a refreshing side.",GROCERIES,1.49,0.16,84,['vegetables'],,GRO-BRD-CUC-021,4,"{'width': 12.8, 'height': 28.38, 'depth': 21.34}",2 year warranty,Ships in 1-2 business days,In Stock,"[{'rating': 4, 'comment': 'Great product!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Lincoln Kelly', 'reviewerEmail': 'lincoln.kelly@x.dummyjson.com'}, {'rating': 4, 'comment': 'Great value for money!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Savannah Gomez', 'reviewerEmail': 'savannah.gomez@x.dummyjson.com'}, {'rating': 2, 'comment': 'Poor quality!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'James Davis', 'reviewerEmail': 'james.davis@x.dummyjson.com'}]",7 days return policy,2,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '5300066378225', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/groceries/cucumber/1.webp'],https://cdn.dummyjson.com/product-images/groceries/cucumber/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,21,Cucumber,4.07,,0.16,ACTIVE,True,888966ad24404360,2026-04-19T19:41:26.584937+00:00,1.0
22,Dog Food,Specially formulated dog food designed to provide essential nutrients for your canine companion.,GROCERIES,10.99,10.27,71,"['pet supplies', 'dog food']",,GRO-BRD-FOO-022,10,"{'width': 16.93, 'height': 27.15, 'depth': 9.29}",No warranty,Ships in 1-2 business days,In Stock,"[{'rating': 5, 'comment': 'Excellent quality!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Nicholas Edwards', 'reviewerEmail': 'nicholas.edwards@x.dummyjson.com'}, {'rating': 5, 'comment': 'Awesome product!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Zachary Lee', 'reviewerEmail': 'zachary.lee@x.dummyjson.com'}, {'rating': 4, 'comment': 'Great product!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Nova Cooper', 'reviewerEmail': 'nova.cooper@x.dummyjson.com'}]",60 days return policy,43,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '5906686116469', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/groceries/dog-food/1.webp'],https://cdn.dummyjson.com/product-images/groceries/dog-food/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,22,Dog Food,4.55,,10.27,ACTIVE,True,5a231666bda3a044,2026-04-19T19:41:26.584937+00:00,1.0
23,Eggs,"Fresh eggs, a versatile ingredient for baking, cooking, or breakfast.",GROCERIES,2.99,11.05,9,['dairy'],,GRO-BRD-EGG-023,2,"{'width': 11.42, 'height': 7.44, 'depth': 16.95}",1 week warranty,Ships in 1 week,In Stock,"[{'rating': 3, 'comment': 'Disappointing product!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Penelope King', 'reviewerEmail': 'penelope.king@x.dummyjson.com'}, {'rating': 3, 'comment': 'Poor quality!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Eleanor Tyler', 'reviewerEmail': 'eleanor.tyler@x.dummyjson.com'}, {'rating': 4, 'comment': 'Very pleased!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Benjamin Foster', 'reviewerEmail': 'benjamin.foster@x.dummyjson.com'}]",No return policy,32,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '3478638588469', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/groceries/eggs/1.webp'],https://cdn.dummyjson.com/product-images/groceries/eggs/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,23,Eggs,2.53,,11.05,ACTIVE,True,cbf626d5ed56a033,2026-04-19T19:41:26.584937+00:00,1.0
24,Fish Steak,"Quality fish steak, suitable for grilling, baking, or pan-searing.",GROCERIES,14.99,4.23,74,['seafood'],,GRO-BRD-FIS-024,6,"{'width': 14.95, 'height': 26.31, 'depth': 11.27}",1 month warranty,Ships in 3-5 business days,In Stock,"[{'rating': 2, 'comment': 'Would not buy again!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Caleb Perkins', 'reviewerEmail': 'caleb.perkins@x.dummyjson.com'}, {'rating': 5, 'comment': 'Excellent quality!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Isabella Jackson', 'reviewerEmail': 'isabella.jackson@x.dummyjson.com'}, {'rating': 4, 'comment': 'Great value for money!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Nathan Dixon', 'reviewerEmail': 'nathan.dixon@x.dummyjson.com'}]",60 days return policy,50,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '9595036192098', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/groceries/fish-steak/1.webp'],https://cdn.dummyjson.com/product-images/groceries/fish-steak/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,24,Fish Steak,3.78,,4.23,ACTIVE,True,33ada66161150af5,2026-04-19T19:41:26.584937+00:00,1.0
25,Green Bell Pepper,"Fresh and vibrant green bell pepper, perfect for adding color and flavor to your dishes.",GROCERIES,1.29,0.16,33,['vegetables'],,GRO-BRD-GRE-025,2,"{'width': 15.33, 'height': 26.65, 'depth': 14.44}",1 month warranty,Ships in 1 week,In Stock,"[{'rating': 4, 'comment': 'Highly recommended!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Avery Carter', 'reviewerEmail': 'avery.carter@x.dummyjson.com'}, {'rating': 3, 'comment': 'Would not recommend!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Henry Hill', 'reviewerEmail': 'henry.hill@x.dummyjson.com'}, {'rating': 5, 'comment': 'Excellent quality!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Addison Wright', 'reviewerEmail': 'addison.wright@x.dummyjson.com'}]",30 days return policy,12,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '2365227493323', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/groceries/green-bell-pepper/1.webp'],https://cdn.dummyjson.com/product-images/groceries/green-bell-pepper/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,25,Green Bell Pepper,3.25,,0.16,ACTIVE,True,99ff009a17ad71da,2026-04-19T19:41:26.584937+00:00,1.0
26,Green Chili Pepper,"Spicy green chili pepper, ideal for adding heat to your favorite recipes.",GROCERIES,0.99,1.0,3,['vegetables'],,GRO-BRD-GRE-026,7,"{'width': 15.38, 'height': 18.12, 'depth': 19.92}",2 year warranty,Ships in 1 week,Low Stock,"[{'rating': 4, 'comment': 'Great product!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Luna Russell', 'reviewerEmail': 'luna.russell@x.dummyjson.com'}, {'rating': 1, 'comment': 'Waste of money!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Noah Lewis', 'reviewerEmail': 'noah.lewis@x.dummyjson.com'}, {'rating': 3, 'comment': 'Very disappointed!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Clara Berry', 'reviewerEmail': 'clara.berry@x.dummyjson.com'}]",30 days return policy,39,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '9335000538563', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/groceries/green-chili-pepper/1.webp'],https://cdn.dummyjson.com/product-images/groceries/green-chili-pepper/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,26,Green Chili Pepper,3.66,,1.0,ACTIVE,True,b0ded12dfeb3e29b,2026-04-19T19:41:26.584937+00:00,1.0
27,Honey Jar,"Pure and natural honey in a convenient jar, perfect for sweetening beverages or drizzling over food.",GROCERIES,6.99,14.4,34,['condiments'],,GRO-BRD-HON-027,2,"{'width': 9.28, 'height': 21.72, 'depth': 17.74}",1 month warranty,Ships in 1-2 business days,In Stock,"[{'rating': 1, 'comment': 'Very disappointed!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Autumn Gomez', 'reviewerEmail': 'autumn.gomez@x.dummyjson.com'}, {'rating': 4, 'comment': 'Highly impressed!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Benjamin Wilson', 'reviewerEmail': 'benjamin.wilson@x.dummyjson.com'}, {'rating': 2, 'comment': 'Very disappointed!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Nicholas Edwards', 'reviewerEmail': 'nicholas.edwards@x.dummyjson.com'}]",90 days return policy,47,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '6354306346329', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/groceries/honey-jar/1.webp'],https://cdn.dummyjson.com/product-images/groceries/honey-jar/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,27,Honey Jar,3.97,,14.4,ACTIVE,True,79d0bd745177900b,2026-04-19T19:41:26.584937+00:00,1.0
28,Ice Cream,"Creamy and delicious ice cream, available in various flavors for a delightful treat.",GROCERIES,5.49,8.69,27,['desserts'],,GRO-BRD-CRE-028,1,"{'width': 14.83, 'height': 15.07, 'depth': 24.2}",1 month warranty,Ships in 2 weeks,In Stock,"[{'rating': 5, 'comment': 'Very pleased!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Elijah Cruz', 'reviewerEmail': 'elijah.cruz@x.dummyjson.com'}, {'rating': 4, 'comment': 'Excellent quality!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Jace Smith', 'reviewerEmail': 'jace.smith@x.dummyjson.com'}, {'rating': 5, 'comment': 'Highly impressed!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Sadie Morales', 'reviewerEmail': 'sadie.morales@x.dummyjson.com'}]",No return policy,42,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '0788954559076', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/groceries/ice-cream/1.webp', 'https://cdn.dummyjson.com/product-images/groceries/ice-cream/2.webp', 'https://cdn.dummyjson.com/product-images/groceries/ice-cream/3.webp', 'https://cdn.dummyjson.com/product-images/groceries/ice-cream/4.webp']",https://cdn.dummyjson.com/product-images/groceries/ice-cream/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,28,Ice Cream,3.39,,8.69,ACTIVE,True,54030adf19380020,2026-04-19T19:41:26.584937+00:00,1.0
